Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 [3223] camlAst_walker_rewrite_context__entry [2246] camlGenlex__entry [2374] camlSchema_judge__debug_print_types_809
 [524] camlBuffer__add_char_99 [3327] camlGmisc__all_of_hashtable_234 [323] camlSchema_judge__derives_from_486
 [246] camlBuffer__add_substring_103 [2940] camlGmisc__big_int_of_int32_332 [3458] camlSchema_judge__entry
 [696] camlBuffer__clear_83 [1333] camlGmisc__big_int_of_int64_348 [3015] camlSchema_judge__expands_attribute_to_simple_kind_562
 [510] camlBuffer__create_66 [196] camlGmisc__bprintf_stub_310 [1753] camlSchema_judge__expands_to_509
 [3224] camlBuffer__entry    [978] camlGmisc__entry     [1463] camlSchema_judge__find_element_382
 [1060] camlBuffer__reset_85 [1760] camlGmisc__fun_501  [2858] camlSchema_judge__fun_984
 [919] camlBuffer__resize_87 [2838] camlGmisc__fun_509  [3171] camlSchema_judge__fun_986
 [3225] camlCallback__entry [2698] camlGmisc__fun_513   [2804] camlSchema_judge__is_numeric_cxtype_805
 [1391] camlCallback__register_exception_61 [1568] camlGmisc__intersect_list_188 [305] camlSchema_judge__is_syntactic_subtype_of_819
 [3226] camlCamlinternalMod__entry [2584] camlGmisc__is_some_181 [2926] camlSchema_judge__lookup_element_type_418
 [2033] camlCamlinternalOO__add_initializer_313 [2941] camlGmisc__is_subset_183 [1743] camlSchema_judge__lookup_element_with_substitution_group_406
 [2678] camlCamlinternalOO__app_const_431 [428] camlGmisc__remove_duplicates_160 [659] camlSchema_judge__lookup_type_decl_445
 [3105] camlCamlinternalOO__app_const_var_453 [2156] camlGmisc__rename_dir_316 [2768] camlSchema_judge__substitutes_for_414
 [2997] camlCamlinternalOO__app_var_435 [261] camlGmisc__sort_and_remove_duplicates_revcompare_164 [3459] camlSchema_lexer__entry
 [2218] camlCamlinternalOO__build_path_395 [1231] camlGmisc__split_on_char_267 [3460] camlSchema_namer__entry
 [1440] camlCamlinternalOO__code_begin [657] camlGmisc__split_right_on_char_261 [3461] camlSchema_norm__entry
 [1418] camlCamlinternalOO__compare_144 [1262] camlGmisc__split_string_on_char_253 [1606] camlSchema_norm_util__check_optional_atomic_type_csequencetype_602
 [885] camlCamlinternalOO__compare_162 [137] camlGmisc__string_hash_319 [3462] camlSchema_norm_util__entry
 [939] camlCamlinternalOO__compare_180 [139] camlGmisc__unwrap_option_list_172 [3172] camlSchema_norm_util__get_optional_atomic_type_asequencetype_609
 [697] camlCamlinternalOO__create_object_354 [2964] camlHashtbl__Make_284 [1700] camlSchema_norm_util__is_atomic_type_csequencetype_615
 [116] camlCamlinternalOO__create_object_opt_357 [1338] camlHashtbl__add_101 [2805] camlSchema_norm_util__is_simple_type_csequencetype_599
  [61] camlCamlinternalOO__create_table_316 [963] camlHashtbl__add_212 [3463] camlSchema_prefix_manager__entry
 [923] camlCamlinternalOO__entry [757] camlHashtbl__clear_81 [2373] camlSchema_simplification__conservative_syntactic_subtype_224
 [2632] camlCamlinternalOO__fit_size_217 [2942] camlHashtbl__code_begin [3464] camlSchema_simplification__entry
 [1438] camlCamlinternalOO__fun_756 [1113] camlHashtbl__copy_84 [2450] camlSchema_simplification__fun_389
 [2598] camlCamlinternalOO__fun_763 [935] camlHashtbl__create_78 [1466] camlSchema_simplification__rec_simplify_ty_161
  [83] camlCamlinternalOO__fun_777 [1683] camlHashtbl__do_bucket_159 [1386] camlSchema_simplification__remove_dups_227
 [2477] camlCamlinternalOO__fun_783 [1494] camlHashtbl__do_bucket_169 [1456] camlSchema_simplification__simplify_one_ty_159
 [366] camlCamlinternalOO__fun_810 [3328] camlHashtbl__entry [1632] camlSchema_simplification__simplify_ty_239
 [370] camlCamlinternalOO__fun_814 [476] camlHashtbl__find_120 [1396] camlSchema_simplification__simplify_union_160
 [2286] camlCamlinternalOO__fun_826 [84] camlHashtbl__find_231 [582] camlSchema_util__choice_of_list_624
 [677] camlCamlinternalOO__fun_834 [2106] camlHashtbl__find_all_132 [2739] camlSchema_util__defactor_678
 [2707] camlCamlinternalOO__get_const_414 [1251] camlHashtbl__find_all_243 [1026] camlSchema_util__entry
 [1166] camlCamlinternalOO__get_method_250 [3329] camlHashtbl__find_in_bucket_135 [863] camlSchema_util__factor_671
 [1516] camlCamlinternalOO__get_method_label_239 [1349] camlHashtbl__find_in_bucket_246 [854] camlSchema_util__factor_aux_631
 [1754] camlCamlinternalOO__get_method_labels_243 [663] camlHashtbl__find_rec_115 [917] camlSchema_util__factor_with_units_664
 [2652] camlCamlinternalOO__get_var_417 [457] camlHashtbl__find_rec_226 [679] camlSchema_util__fun_898
 [2599] camlCamlinternalOO__get_variable_307 [2538] camlHashtbl__fold_165 [2927] camlSchema_util__is_built_in_atomic_type_769
 [1420] camlCamlinternalOO__inherits_325 [1392] camlHashtbl__hash_58 [2656] camlSchema_util__is_empty_cxtype_605
 [1603] camlCamlinternalOO__init_class_323 [1062] camlHashtbl__insert_bucket_95 [2349] camlSchema_util__is_none_cxtype_618
 [1952] camlCamlinternalOO__iter_f_361 [2503] camlHashtbl__iter_156 [2354] camlSchema_util__is_really_empty_cxtype_607
 [2979] camlCamlinternalOO__lookup_tables_410 [579] camlHashtbl__mem_149 [1439] camlSchema_util__list_of_choice_620
  [81] camlCamlinternalOO__make_class_335 [1061] camlHashtbl__mem_260 [2488] camlSchema_util__make_atomic_type_703
 [341] camlCamlinternalOO__make_class_store_345 [1793] camlHashtbl__mem_in_bucket_152 [2778] camlSchema_util__make_builtin_atomic_type_701
 [2932] camlCamlinternalOO__meth_app_const_485 [1404] camlHashtbl__mem_in_bucket_263 [2716] camlSchema_util__make_builtin_choice_cxtypes_698
 [3106] camlCamlinternalOO__meth_app_var_489 [1695] camlHashtbl__remove_218 [3016] camlSchema_util__make_builtin_oneormore_type_732
 [1455] camlCamlinternalOO__method_impl_578 [1175] camlHashtbl__replace_250 [3046] camlSchema_util__make_builtin_opt_attribute_ref_734
 [1506] camlCamlinternalOO__narrow_255 [1414] camlHashtbl__replace_bucket_254 [2796] camlSchema_util__make_builtin_optional_type_724
 [1589] camlCamlinternalOO__new_cache_523 [635] camlHashtbl__resize_88 [3465] camlSchema_util__make_builtin_sequence_cxtypes_685
 [453] camlCamlinternalOO__new_id_64 [1093] camlHashtbl__safehash_210 [2871] camlSchema_util__make_builtin_zeroormore_type_728
 [1513] camlCamlinternalOO__new_method_236 [925] camlHttp__entry [2734] camlSchema_util__make_choice_cxtypes_695
 [1555] camlCamlinternalOO__new_methods_variables_296 [3330] camlId__entry [2740] camlSchema_util__make_interleave_cxtypes_688
 [2529] camlCamlinternalOO__new_slot_287 [2342] camlId__next_69 [3173] camlSchema_util__make_optional_type_722
 [1522] camlCamlinternalOO__new_table_219 [3331] camlInt32__entry [2888] camlSchema_util__make_sequence_cxtypes_682
 [1617] camlCamlinternalOO__new_variable_290 [3332] camlInt64__entry [2815] camlSchema_util__make_zeroormore_type_726
 [2453] camlCamlinternalOO__next_582 [914] camlItemtype_lexer____ocaml_lex_token_rec_445 [2191] camlSchema_validation__entry
 [2470] camlCamlinternalOO__public_method_label_107 [3333] camlItemtype_lexer__entry [3466] camlSchema_validation_context__entry
 [1332] camlCamlinternalOO__put_229 [1347] camlItemtype_lexer__token_444 [263] camlSerialization__bserialize_datamodel_576
 [1330] camlCamlinternalOO__resize_224 [1429] camlKindtest_lexer____ocaml_lex_token_rec_445 [2750] camlSerialization__close_empty_element_320
 [454] camlCamlinternalOO__run_initializers_365 [3334] camlKindtest_lexer__entry [2419] camlSerialization__close_end_element_324
 [662] camlCamlinternalOO__run_initializers_opt_369 [2580] camlKindtest_lexer__token_444 [2420] camlSerialization__close_start_element_318
 [2998] camlCamlinternalOO__send_meth_518 [3335] camlLazy__entry [845] camlSerialization__code_end
 [2689] camlCamlinternalOO__send_var_507 [1353] camlLazy__force_62 [2192] camlSerialization__entry
 [669] camlCamlinternalOO__set_id_66 [778] camlLexers_iso88591__code_begin [3467] camlSerialization__fserialize_attributes_336
 [2462] camlCamlinternalOO__set_method_246 [779] camlLexers_utf8__entry [448] camlSerialization__fserialize_close_tag_449
 [1321] camlCamlinternalOO__set_methods_640 [285] camlLexing__engine_117 [576] camlSerialization__fserialize_datamodel_567
 [2839] camlCamlinternalOO__set_var_427 [3336] camlLexing__entry [1564] camlSerialization__fserialize_empty_element_top_438
 [1548] camlCamlinternalOO__to_array_294 [721] camlLexing__from_channel_142 [784] camlSerialization__fserialize_end_element_453
 [2551] camlCamlinternalOO__to_list_253 [1933] camlLexing__from_function_140 [825] camlSerialization__fserialize_node_top_504
 [1646] camlCamlinternalOO__widen_274 [894] camlLexing__from_string_152 [1092] camlSerialization__fserialize_one_attribute_326
 [2560] camlChar__code_begin [1340] camlLexing__lex_refill_127 [1834] camlSerialization__fserialize_open_tag_top_396
 [409] camlChar__code_end    [936] camlLexing__lexeme_155 [756] camlSerialization__fserialize_start_element_top_480
 [3227] camlChar__entry      [637] camlLexing__new_engine_122 [2417] camlSerialization__fserialize_text_attributes_348
 [2600] camlChar__lowercase_70 [1452] camlLexing__sub_lexeme_159 [1394] camlSerialization__fserialize_text_attributes_aux_352
 [2999] camlChar__uppercase_72 [2653] camlLexing_util__add_char_to_string_809 [1499] camlSerialization__fserialize_text_empty_tag_top_411
 [3228] camlClosing_tag_lexer_iso88591__entry [1648] camlLexing_util__cleanup_lex_handler_1065 [495] camlSerialization__fserialize_text_open_tag_top_401
 [1859] camlClosing_tag_lexer_utf8____ocaml_lex_closing_tag_rec_596 [474] camlLexing_util__entry [738] camlSerialization__fserialize_value_top_507
 [3107] camlClosing_tag_lexer_utf8__closing_tag_595 [1480] camlLexing_util__find_match_keyword_1097 [581] camlSerialization__fserialize_xml_stream_525
 [3229] camlClosing_tag_lexer_utf8__entry [876] camlLexing_util__find_match_keyword_aux_1101 [2051] camlSerialization__new_newline_517
 [2393] camlCode_binding__build_bind_item_cursor_to_tuple_field_code_451 [1869] camlLexing_util__get_string_817 [2421] camlSerialization__open_end_element_322
 [667] camlCode_binding__build_bind_item_list_to_tuple_field_code_465 [2085] camlLexing_util__init_xquery_lexing_901 [2412] camlSerialization__open_start_element_316
 [698] camlCode_binding__build_bind_sax_value_to_tuple_field_code_446 [1357] camlLexing_util__initial_string_buffer_792 [304] camlSerialization__serialize_xml_event_top_491
  [73] camlCode_binding__build_bind_tuple_field_code_438 [1597] camlLexing_util__make_new_token_1075 [1476] camlSerialization__setup_formatter_for_encoding_510
 [699] camlCode_binding__build_bind_type_checked_item_cursor_to_tuple_field_code_456 [1734] camlLexing_util__match_curly_1126 [2398] camlSerialization_context__code_begin
 [1806] camlCode_binding__build_bind_variable_code_386 [1100] camlLexing_util__match_default_keyword_1140 [3468] camlSerialization_context__entry
 [537] camlCode_binding__code_begin [879] camlLexing_util__match_keyword_1090 [1069] camlSerialization_context__get_current_element_kind_182
 [953] camlCode_binding__conv_454 [908] camlLexing_util__match_namespace_keyword_1147 [870] camlSerialization_context__is_toplevel_196
 [242] camlCode_binding__conv_463 [1091] camlLexing_util__match_operator_keyword_1110 [2413] camlSerialization_context__new_current_element_kind_184
 [212] camlCode_binding__conv_468 [1672] camlLexing_util__match_paren_1133 [1263] camlSerialization_context__pop_element_192
 [3230] camlCode_binding__entry [2107] camlLexing_util__new_lexing_handler_879 [1320] camlSerialization_context__push_element_187
 [175] camlCode_binding__fun_511 [1331] camlLexing_util__pop_state_881 [2902] camlSet__Make_332
 [695] camlCode_binding__fun_537 [1578] camlLexing_util__process_qname_string_917 [290] camlSet__add_124
 [153] camlCode_binding__fun_541 [2314] camlLexing_util__push_closing_tag_857 [567] camlSet__bal_104
 [661] camlCode_binding__select_physical_tuple_binding_430 [1505] camlLexing_util__push_default_825 [2552] camlSet__concat_166
 [1625] camlCode_binding__select_physical_tuple_field_binding_420 [1559] camlLexing_util__push_itemtype_839 [921] camlSet__create_96
 [1679] camlCode_binding__select_physical_variable_binding_370 [1735] camlLexing_util__push_kindtest_841 [1930] camlSet__diff_229
 [2742] camlCode_builtin_fn__build_builtin_fn_code_544 [2287] camlLexing_util__push_namespacedecl_831 [1384] camlSet__elements_aux_324
 [2743] camlCode_builtin_fn__build_default_builtin_fn_code_529 [1644] camlLexing_util__push_namespacekeyword_833 [3469] camlSet__entry
 [3108] camlCode_builtin_fn__build_default_promote_anystring_code_592 [2315] camlLexing_util__push_opening_tag_853 [1779] camlSet__fold_285
 [3109] camlCode_builtin_fn__build_promote_anystring_code_626 [1504] camlLexing_util__push_operator_827 [2903] camlSet__fun_825
 [2168] camlCode_builtin_fn__entry [2229] camlLexing_util__push_text_855 [2007] camlSet__inter_216
  [77] camlCode_builtin_fn__fun_659 [1601] camlLexing_util__push_varname_847 [1444] camlSet__iter_280
 [331] camlCode_builtin_fn__raise_non_non_discarded_xml_type_500 [1820] camlLexing_util__reset_buffered_1062 [1443] camlSet__join_131
 [2744] camlCode_builtin_fn__select_physical_op_502 [2125] camlLexing_util__resolve_axis_905 [2824] camlSet__max_elt_149
 [3110] camlCode_constructors__build_anyelem_code_806 [1759] camlLexing_util__todef_965 [875] camlSet__mem_185
 [2250] camlCode_constructors__build_attr_code_817 [1742] camlLexing_util__todefreturn_991 [2688] camlSet__min_elt_143
 [3111] camlCode_constructors__build_default_ceanyelem_code_794 [2745] camlLexing_util__tonone_987 [1773] camlSet__part_313
 [1528] camlCode_constructors__build_default_ceattr_code_811 [2054] camlLexing_util__toop_pushdef_963 [2825] camlSet__partition_310
 [3056] camlCode_constructors__build_default_ceelem_code_776 [1888] camlLexing_util__toop_pushitem_971 [2958] camlSet__remove_min_elt_155
 [1947] camlCode_constructors__build_default_cescalar_code_653 [1811] camlLexing_util__toop_pushvar_973 [960] camlSet__singleton_191
 [2509] camlCode_constructors__build_default_ceseq_code_602 [3133] camlLexing_util__xquery_none_1056 [855] camlSet__split_171
 [3057] camlCode_constructors__build_elem_code_788 [1512] camlLexing_util__xquery_pushdef_1053 [641] camlSet__union_199
 [2980] camlCode_constructors__build_scalar_code_679 [1560] camlLexing_util__xquery_pushitem_1050 [785] camlShredded_common__entry
 [2057] camlCode_constructors__build_seq_code_622 [1465] camlLexing_util__xquery_todecl_1041 [3174] camlShredded_common__is_fixed_length_529
 [2169] camlCode_constructors__entry [1698] camlLexing_util__xquery_todef_1008 [3470] camlShredded_dm__close_3631
 [2425] camlCode_constructors__fun_932 [2096] camlLexing_util__xquery_tonamespace_1044 [1006] camlShredded_dm__entry
 [1527] camlCode_constructors__fun_959 [2011] camlLexing_util__xquery_toop_pushdef_1014 [3471] camlShredded_dm__fun_4711
 [251] camlCode_constructors__fun_965 [1882] camlLexing_util__xquery_toop_pushitem_1011 [3472] camlShredded_dm__fun_5655
 [2893] camlCode_constructors__select_physical_op_834 [1801] camlLexing_util__xquery_toop_pushvar_1035 [3473] camlShredded_dm__fun_6127
 [3231] camlCode_execute__entry [3337] camlListLabels__code_begin [3474] camlShredded_dm__fun_6363
 [199] camlCode_fn___fn_compare_op_594 [611] camlList__assoc_193 [3475] camlShredded_dm__fun_6481
 [318] camlCode_fn___fn_data_528 [221] camlList__chop_267 [339] camlShredded_dm__fun_6483
 [538] camlCode_fn___fn_exists_3271 [64] camlList__combine_250 [3476] camlShredded_dm__fun_6494
 [493] camlCode_fn___fn_string_521 [3338] camlList__entry [3477] camlShredded_dm__fun_6503
 [3112] camlCode_fn___fn_trace_550 [396] camlList__exists_165 [3478] camlShredded_dm__fun_6511
 [539] camlCode_fn___fn_unordered_3367 [1596] camlList__find_225 [3479] camlShredded_dm__fun_6524
 [265] camlCode_fn___fs_distinct_docorder_3856 [631] camlList__find_231 [3480] camlShredded_dm__fun_6555
  [93] camlCode_fn___fs_distinct_docorder_aux_3850 [974] camlList__find_all_229 [3481] camlShredded_dm__fun_6574
 [258] camlCode_fn___fs_distinct_or_atomic_sequence_3843 [193] camlList__flatten_82 [2992] camlShredded_dm__fun_6578
 [1256] camlCode_fn___fs_first_3372 [488] camlList__fold_left_102 [1074] camlShredded_dm__shredAttributeNode_init_4582
 [621] camlCode_fn___fs_item_sequence_to_untypedAtomic_3884 [1358] camlList__fold_right_108 [1075] camlShredded_dm__shredCommentNode_init_4657
 [1547] camlCode_fn___fs_node_sequence_3868 [2767] camlList__for_all2_169 [1076] camlShredded_dm__shredDocumentNode_init_4449
 [121] camlCode_fn___fs_untyped_to_any_3920 [590] camlList__for_all_161 [1077] camlShredded_dm__shredElementNode_init_4529
 [700] camlCode_fn___fs_untyped_to_string_3914 [2487] camlList__hd_63 [1078] camlShredded_dm__shredProcessingInstructionNode_init_4705
 [441] camlCode_fn___op_string_equal_1138 [2578] camlList__iter2_135 [1079] camlShredded_dm__shredTextNode_init_4619
 [293] camlCode_fn__entry    [190] camlList__iter_98    [3175] camlShredded_dm_step__Shredded_XPath_Step_Functor_1493
 [578] camlCode_fn__fun_4868 [132] camlList__length_aux_57 [3482] camlShredded_dm_step__entry
 [367] camlCode_fn__fun_5410 [329] camlList__map2_114   [3176] camlShredded_dm_step__fun_2018
 [219] camlCode_fn__fun_5726  [20] camlList__map_86     [3177] camlShredded_dm_step__fun_2039
 [701] camlCode_fn__fun_5729 [422] camlList__mem_185    [3178] camlShredded_dm_step__fun_2041
 [354] camlCode_fn__get_atomic_content_3890 [1675] camlList__mem_assoc_203 [1983] camlShredded_encode__entry
 [224] camlCode_fn__get_atomic_content_534 [636] camlList__merge_257 [3483] camlShredded_file_util__entry
 [1174] camlCode_fn__internal_add_bltin_fctn_4625 [451] camlList__nth_69 [3179] camlShredded_load__Shredded_Load_Functor_2350
 [187] camlCode_fn__item_node_compare_3384 [1319] camlList__part_239 [3484] camlShredded_load__entry
 [673] camlCode_fn__normalize_optional_string_1110 [1473] camlList__partition_236 [3180] camlShredded_load__fun_2550
 [491] camlCode_fn__remove_sorted_node_dup_3276 [102] camlList__rev_append_75 [3181] camlShredded_load_context__Shredded_Load_Context_Functor_371
  [66] camlCode_fn__remove_sorted_node_dup_fun_3278 [686] camlList__rev_map_91 [1027] camlShredded_load_context__entry
 [540] camlCode_fn__stringval_3382 [41] camlList__rev_merge_275 [3182] camlShredded_load_context__fun_447
 [1703] camlCode_functional_ops__build_default_cevar_code_529 [33] camlList__rev_merge_rev_285 [881] camlShredded_main_memory_basetypes__entry
 [2390] camlCode_functional_ops__build_default_if_code_474 [114] camlList__rev_sort_296 [2971] camlShredded_main_memory_btree__Main_Memory_Btree_Functor_1233
 [1417] camlCode_functional_ops__build_if_code_481 [687] camlList__rmap_f_94 [2859] camlShredded_main_memory_btree__Split_Module_Functor_1011
 [1704] camlCode_functional_ops__build_var_code_534 [75] camlList__sort_295 [994] camlShredded_main_memory_btree__entry
 [827] camlCode_functional_ops__code_end [191] camlList__split_244 [1469] camlShredded_main_memory_btree__fun_4071
 [824] camlCode_functional_ops__entry [161] camlList__stable_sort_272 [2993] camlShredded_main_memory_btree__fun_6042
 [368] camlCode_functional_ops__fun_566 [2519] camlList__tl_66 [1501] camlShredded_main_memory_btree__fun_6044
 [235] camlCode_functional_ops__fun_576 [2879] camlMap__Make_248 [324] camlShredded_main_memory_dm__entry
 [2170] camlCode_group_order__entry [602] camlMap__add_120 [3183] camlShredded_main_memory_dm__fun_2097
 [3232] camlCode_hash_join__entry [911] camlMap__bal_93 [2040] camlShredded_main_memory_dm__fun_2099
 [1989] camlCode_item_tuple__build_default_cesome_item_list_code_502 [1383] camlMap__create_86 [3094] camlShredded_main_memory_dm__fun_2101
 [131] camlCode_item_tuple__build_default_item_to_tuple_map_code_565 [3339] camlMap__entry [1538] camlShredded_main_memory_dm__fun_2103
 [2116] camlCode_item_tuple__build_default_item_to_tuple_map_item_cursor_code_581 [627] camlMap__find_129 [2826] camlShredded_main_memory_dm__fun_2106
 [1847] camlCode_item_tuple__build_default_item_to_tuple_map_item_list_code_584 [1230] camlMap__fold_194 [1770] camlShredded_main_memory_dm__fun_2108
 [210] camlCode_item_tuple__build_default_quantifier_code_474 [2880] camlMap__fun_1236 [2756] camlShredded_main_memory_hash__Shredded_Main_Memory_Hash_Functor_371
 [141] camlCode_item_tuple__build_default_tuple_to_item_map_code_598 [934] camlMap__iter_174 [3485] camlShredded_main_memory_hash__entry
 [634] camlCode_item_tuple__build_item_to_tuple_map_code_587 [630] camlMap__mem_136 [1690] camlShredded_main_memory_hash__fun_408
 [1327] camlCode_item_tuple__build_some_code_509 [3340] camlMarshal__entry [3047] camlShredded_main_memory_recno__Main_Memory_Recno_Functor_657
 [1163] camlCode_item_tuple__build_tuple_to_item_map_code_606 [2934] camlMonitor__end_monitor_call_605 [3486] camlShredded_main_memory_recno__entry
 [220] camlCode_item_tuple__code_begin [3341] camlMonitor__end_monitor_external_call_631 [1946] camlShredded_main_memory_recno__fun_700
 [3233] camlCode_item_tuple__entry [3342] camlMonitor__entry [866] camlShredded_main_memory_record__entry
 [109] camlCode_item_tuple__eval_for_572 [3343] camlMonitor__serialize_monitor_736 [3184] camlShredded_main_memory_record__is_fixed_length_740
 [204] camlCode_item_tuple__eval_for_604 [2935] camlMonitor__start_monitor_call_604 [993] camlShredded_main_memory_store__entry
 [702] camlCode_item_tuple__fun_658 [3344] camlMonitor__start_monitor_external_call_625 [3185] camlShredded_main_memory_store__fun_1463
 [541] camlCode_item_tuple__fun_682 [2807] camlMonitor__wrap_monitor_603 [2041] camlShredded_main_memory_store__fun_1465
 [3234] camlCode_join__entry [3007] camlMonitoring_context__default_monitor_context_194 [3095] camlShredded_main_memory_store__fun_1467
 [340] camlCode_map__build_default_tuple_map_concat_code_281 [3345] camlMonitoring_context__entry [1539] camlShredded_main_memory_store__fun_1469
 [542] camlCode_map__build_tuple_map_code_276 [3346] camlMoreLabels__entry [2827] camlShredded_main_memory_store__fun_1472
 [1356] camlCode_map__build_tuple_map_concat_code_289 [379] camlNamespace_builtin__entry [1771] camlShredded_main_memory_store__fun_1474
 [3235] camlCode_map__entry [2854] camlNamespace_builtin__fun_690 [3186] camlShredded_qname_mapping__Shredded_Qname_Qnameid_Mapping_4903
 [253] camlCode_map__eval_fun_287 [1715] camlNamespace_builtin__fun_693 [1028] camlShredded_qname_mapping__entry
 [949] camlCode_nestedloop__entry [1162] camlNamespace_builtin__fun_701 [3187] camlShredded_qname_mapping__fun_5105
 [3058] camlCode_overloaded_fn__build_default_overloaded_fn_code_303 [2881] camlNamespace_builtin__is_built_in_namespace_96 [1731] camlShredded_qname_mapping__fun_5331
 [3059] camlCode_overloaded_fn__build_overloaded_fn_code_317 [656] camlNamespace_builtin__is_xml_built_in_namespace_102 [1369] camlShredded_register__Registration_Module_137
 [3236] camlCode_overloaded_fn__entry [2386] camlNamespace_context__add_all_ns_162 [3487] camlShredded_register__entry
 [134] camlCode_overloaded_fn__fun_330 [2251] camlNamespace_context__add_ns_158 [3188] camlShredded_renumber__Renumber_Module_4570
 [3237] camlCode_parse__build_default_parse_code_498 [2294] camlNamespace_context__check_empty_ns_aux_176 [989] camlShredded_renumber__entry
 [3238] camlCode_parse__build_parse_code_510 [895] camlNamespace_context__cleanup_bindings_130 [3189] camlShredded_renumber__fun_4782
 [3239] camlCode_parse__entry [1019] camlNamespace_context__entry [3190] camlShredded_renumber__fun_5238
 [1940] camlCode_parse__fun_564 [2310] camlNamespace_context__flatten_bindings_216 [1425] camlShredded_renumber__fun_5466
 [3240] camlCode_parse__select_physical_op_518 [650] camlNamespace_context__fun_258 [2119] camlShredded_renumber__generate_powers_918
 [2171] camlCode_prune__entry [2882] camlNamespace_context__fun_260 [3191] camlShredded_store__Shredded_Store_Functor_87680
 [703] camlCode_sc_join__code_end [3134] camlNamespace_context__fun_271 [2193] camlShredded_store__entry
 [1003] camlCode_sc_join__entry [613] camlNamespace_context__get_ns_of_prefix_168 [3192] camlShredded_store__fun_114747
 [2088] camlCode_selection_context__add_external_variable_value_722 [1521] camlNamespace_context__make_attribute_binding_199 [3193] camlShredded_store__fun_117371
 [499] camlCode_selection_context__add_tuple_reference_538 [1068] camlNamespace_context__make_binding_191 [3194] camlShredded_store__fun_118683
 [1828] camlCode_selection_context__add_variable_to_current_context_530 [2037] camlNamespace_context__remove_empty_ns_173 [1410] camlShredded_store__fun_119339
 [902] camlCode_selection_context__add_variable_with_ref_524 [3347] camlNamespace_generate__entry [3195] camlShredded_store__fun_119992
 [1812] camlCode_selection_context__build_code_selection_context_759 [1594] camlNamespace_generate__generate_name_78 [3196] camlShredded_store__fun_119994
 [1781] camlCode_selection_context__build_current_insert_code_634 [1593] camlNamespace_generate__generate_name_with_prefix_81 [3197] camlShredded_store__fun_120014
 [1705] camlCode_selection_context__build_current_retrieve_code_645 [1339] camlNamespace_names__curly_string_of_uri_147 [3198] camlShredded_store__fun_120024
 [1922] camlCode_selection_context__build_enter_context_689 [3348] camlNamespace_names__entry [1411] camlShredded_store__fun_120029
 [1923] camlCode_selection_context__build_exit_context_694 [458] camlNamespace_names__escaped_uqname_of_string_177 [818] camlSmall_stream_context__build_ss_context_206
 [3241] camlCode_selection_context__build_ext_variable_access_715 [1094] camlNamespace_names__parse_qname_151 [2512] camlSmall_stream_context__convert_sattribute_215
 [1764] camlCode_selection_context__build_function_code_699 [136] camlNamespace_names__prefixed_string_of_rqname_215 [846] camlSmall_stream_context__convert_sattributes_218
 [1660] camlCode_selection_context__build_retrieve_tuple_code_650 [838] camlNamespace_names__rqname_compare_187 [3488] camlSmall_stream_context__entry
 [332] camlCode_selection_context__code_end [106] camlNamespace_names__rqname_equal_194 [819] camlSmall_stream_context__fun_318
 [1354] camlCode_selection_context__declare_external_variable_727 [173] camlNamespace_names__rqname_int_equal_201 [986] camlSmall_stream_context__next_event_of_sexpr_246
 [1941] camlCode_selection_context__default_code_selection_context_765 [47] camlNamespace_names__string_of_uqname_179 [2367] camlSmall_stream_context__next_event_of_sexpr_aux_256
 [2034] camlCode_selection_context__enter_function_context_556 [423] camlNamespace_names__uqname_element_of_raw_string_161 [1106] camlSmall_stream_context__pop_elem_from_ss_context_244
 [2023] camlCode_selection_context__enter_prolog_context_583 [1066] camlNamespace_names__uqname_element_of_string_156 [794] camlSmall_stream_context__push_elem_to_ss_context_220
 [2095] camlCode_selection_context__enter_statement_context_573 [1558] camlNamespace_names__uqname_function_of_string_166 [791] camlSmall_stream_context__resolved_xml_stream_of_sexpr_259
 [3242] camlCode_selection_context__entry [550] camlNamespace_names__uqname_of_rqname_210 [3489] camlSort__entry
 [403] camlCode_selection_context__exit_function_context_562 [1602] camlNamespace_resolve__check_non_empty_prefix_153 [3490] camlStack__entry
 [471] camlCode_selection_context__exit_prolog_context_587 [3349] camlNamespace_resolve__entry [297] camlStack__pop_70
 [1608] camlCode_selection_context__exit_scope_754 [3008] camlNamespace_resolve__resolve_attribute_qname_207 [554] camlStack__push_67
 [610] camlCode_selection_context__exit_statement_context_577 [583] camlNamespace_resolve__resolve_element_qname_133 [666] camlStack__top_74
 [704] camlCode_selection_context__fun_1001 [1067] camlNamespace_resolve__resolve_function_qname_155 [3491] camlStdLabels__code_begin
 [508] camlCode_selection_context__fun_1010 [1049] camlNamespace_resolve__resolve_type_qname_174 [798] camlStd_exit__code_begin
 [430] camlCode_selection_context__fun_1014 [1821] camlNamespace_resolve__resolve_variable_qname_165 [1029] camlStemmer__entry
 [572] camlCode_selection_context__fun_1018 [1511] camlNamespace_symbols__entry [3492] camlStream__entry
  [16] camlCode_selection_context__fun_959 [516] camlNamespace_symbols__symbol_create_342 [2409] camlStream__from_194
 [705] camlCode_selection_context__fun_963 [278] camlNamespace_symbols__symbol_equal_432 [2357] camlStream__fun_326
   [9] camlCode_selection_context__fun_967 [392] camlNamespace_symbols__symbol_hash_437 [1097] camlStream__junk_166
